authors,title,abstract,year published,DOI,relevancy_score
"Adepoju, Omolola E.; Bolin, Jane N.; Phillips, Charles D.; Zhao, Hongwei; Ohsfeldt, Robert L.; McMaughan, Darcy K.; Helduser, Janet W.; Forjuoh, Samuel N.",Effects of diabetes self-management programs on time-to-hospitalization among patients with type 2 diabetes: A survival analysis model,"Objective: This study compared time-to-hospitalization among subjects enrolled in different diabetes self-management programs (DSMP). We sought to determine whether the interventions delayed the occurrence of any acute event necessitating hospitalization. Methods: Electronic medical records (EMR) were obtained for 376 adults enrolled in a randomized controlled trial (RCT) of Type 2 diabetes (T2DM) self-management programs. All study participants had uncontrolled diabetes and were randomized into either: personal digital assistant (PDA), Chronic Disease Self-Management Program (CDSMP), combined PDA and CDSMP (COM), or usual care (UC) groups. Subjects were followed for a maximum of two years. Time-to-hospitalization was measured as the interval between study enrollment and the occurrence of a diabetes-related hospitalization. Results: Subjects enrolled in the CDSMP-only arm had significantly prolonged time-to-hospitalization (Hazard ratio: 0.10; p = 0.002) when compared to subjects in the control arm. Subjects in the PDA-only and combined PDA and CDSMP arms showed no improvements in comparison to the control arm. Conclusion: CDSMP can be effective in delaying time-to-hospitalization among patients with T2DM. Practice implications: Reducing unnecessary healthcare utilization, particularly inpatient hospitalization is a key strategy to improving the quality of health care and lowering associated health care costs. The CDSMP offers the potential to reduce time-to-hospitalization among T2DM patients. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2014,https://doi.org/10.1016/j.pec.2014.01.001,1
"Adjerid, Idris; Loewenstein, George; Purta, Rachael; Striegel, Aaron",Gain-loss incentives and physical activity: The role of choice and wearable health tools,"Economic incentives are a promising approach for improving health behavior but have been limited by their short-lived benefits. In this manuscript, we examine whether coupling economic incentives with motivational tools provided by health wearables can address this limitation and drive longer-term changes in health behavior. We focus on “gain-loss” incentive schemes that offer both an economic reward for goal attainment and a penalty for failure to meet a goal. In an experiment conducted on individuals wearing Fit- bit wearables, we find that gain-loss incentives can drive increases in physical activity but are limited by the element of choice. Specifically, we find modest and short-lived increases in physical activity for those provided the choice of gain-loss incentives. The subpar benefits for this group seem to emerge because those who benefit most from these schemes do not opt into them when they are voluntary. In contrast, we find significant and persistent increases in physical activity for those assigned (oftentimes against their preference) to the same gain-loss incentives. These individuals recorded ~2,000 additional steps daily during the incentive period, and benefits persisted for six months after incentives ended. Critically, the persistent gains to this group were driven by individuals who also utilized the wear- able’s goal-setting tool. Our results suggest that a novel approach toward motivating sustained changes in health behavior couples aggressive incentive schemes that jolt individuals out of their comfort zone in the short term with motivational tools built into health wearables that help individuals sustain healthy behavior after economic incentives end. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.1287/mnsc.2021.4004,10
"Agboola, Stephen; Jethwani, Kamal; Lopez, Lenny; Searl, Meghan; O'Keefe, Sandra; Kvedar, Joseph",Text to move: A randomized controlled trial of a text-messaging program to improve physical activity behaviors in patients with type 2 diabetes mellitus,"Background: Text messages are increasingly being used because of the low cost and the ubiquitous nature of mobile phones to engage patients in self-care behaviors. Self-care is particularly important in achieving treatment outcomes in type 2 diabetes mellitus (T2DM). Objective: This study examined the effect of personalized text messages on physical activity, as measured by a pedometer, and clinical outcomes in a diverse population of patients with T2DM. Methods: Text to Move (TTM) incorporates physical activity monitoring and coaching to provide automated and personalized text messages to help patients with T2DM achieve their physical activity goals. A total of 126 English- or Spanish-speaking patients with glycated hemoglobin A 1c (HbA 1c) >7 were enrolled in-person to participate in the study for 6 months and were randomized into either the intervention arm that received the full complement of the intervention or a control arm that received only pedometers. The primary outcome was change in physical activity. We also assessed the effect of the intervention on HbA 1c, weight, and participant engagement. Results: All participants (intervention: n = 64; control: n = 62) were included in the analyses. The intervention group had significantly higher monthly step counts in the third (risk ratio [RR] 4.89, 95% CI 1.20 to 19.92, P = .03) and fourth (RR 6.88, 95% CI 1.21 to 39.00, P = .03) months of the study compared to the control group. However, over the 6-month follow-up period, monthly step counts did not differ statistically by group (intervention group: 9092 steps; control group: 3722 steps; RR 2.44, 95% CI 0.68 to 8.74, P = .17). HbA 1c decreased by 0.07% (95% CI –0.47 to 0.34, P = .75) in the TTM group compared to the control group. Within groups, HbA 1c decreased significantly from baseline in the TTM group by –0.43% (95% CI –0.75 to –0.12, P = .01), but nonsignificantly in the control group by –0.21% (95% CI –0.49 to 0.06, P = .13). Similar changes were observed for other secondary outcomes. Conclusion: Personalized text messaging can be used to improve outcomes in patients with T2DM by employing optimal patient engagement measures. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2016,https://doi.org/10.2196/jmir.6439,9
"Aghamohammadi, Vahideh; Salmani, Roghayeh; Ivanbagha, Reyhaneh; Effati daryani, Fatemeh; Nasiri, Khadijeh","Footbath as a safe, simple, and non‐pharmacological method to improve sleep quality of menopausal women","Due to the adverse effects of medication we decided to provide a safe, economic, and easy intervention to decrease sleep problems in menopausal women. This trial aimed to determine the effect of footbath on sleep disturbance in postmenopausal women. One hundred menopausal women were randomly stratified using a permuted block randomization procedure by Random Allocation Software, and assigned to one of two study groups: control (without intervention, n = 50) and intervention (footbath, n = 50). The footbath group was asked to lie their feet into the warm water for 20 min in a container with a depth of 10 cm one hour before the usual sleeping time for 6 weeks. To assess sleep quality, we used the Pittsburgh sleep quality index (PSQI). To evaluate severity of menopause symptoms, the Greene scale was applied. Before the intervention, 96% of the subjects in the footbath group and 94% in the control group were poor sleepers. The results of analysis of covariance showed significant improvement in sleep quality and decrease in severity of menopause signs in the footbath group compared to the control group. At the baseline, there was a statistically significant correlation between the severity of menopause signs and the global score of PSQI in all study individuals (p ≤ .001, r = .464). The present study findings showed that footbath intervention enhanced sleep quality in menopausal women. Thus, footbath as a safe, simple, and non‐pharmacological application can improve quality of life in postmenopausal women and inhibit problems due to inadequate sleep quality. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (Source: journal abstract)",2020,https://doi.org/10.1002/nur.22082,1
"Aguirre, Grant; Hyman, Michael R.; Goudge, Darrell; Genchev, Stefan; Carrell, Amy; Hamilton, Corey",Teaching ethics to marketing and logistics majors: A transformative learning experiment,"Within the context of a transformative learning field experiment, the ethical ideologies of marketing majors, logistics majors, and nonbusiness majors were found to differ. Based on this finding, a field experiment was conducted to determine the effect (if any) that ethics instruction has on marketing and logistics majors versus nonbusiness majors. Students' knowledge of basic ethical principles and their ability to assess the application of these principles to ethical dilemmas were tested with a new assessment instrument. The major findings suggest (a) transformative learning ethic exercises have pedagogical potential and (b) dissimilar ethical predispositions between marketing and logistics majors versus nonbusiness majors confirms the need for customizing ethics pedagogy by college major. (PsycINFO Database Record (c) 2017 APA, all rights reserved) (Source: journal abstract)",2017,https://doi.org/10.1080/08832323.2017.1294138,1
"Aherne, Cian; Moran, Aidan P.; Lonsdale, Chris",The effect of mindfulness training on athletes' flow: An initial investigation,"This study investigated the relationship between mindfulness training (a nonjudgmental attentional training technique) and flow experiences in athletes. Participants were 13 university athletes ( M = 21 years), assigned either to a control group or an experimental group. Flow experiences were assessed before and after the intervention. ANOVA (group x time) of global scores on the Flow State Scale-2 (FSS-2; Jackson & Eklund, 2004) showed a significant interaction ( F =11.49, p < .05). Follow-up t tests indicated no significant difference ( p > .05) between the experimental and control groups’ FSS-2 global scores at the baseline training session, but a large difference ( p < .05, d = 1.66) at a follow-up training session. Significant interaction effects were also observed for FSS-2 subscales scores for the flow dimensions of ""Clear Goals"" ( F =18.73, p < .05) and ""Sense of Control"" ( F = 14.61, p < .05). Following an evaluation of the strengths and weaknesses of this study, the theoretical significance of the results is assessed and the promise for the application of mindfulness training in performance enhancement is discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2011,https://doi.org/10.1123/tsp.25.2.177,1
"Ahmed, Mavra; Oh, Angela; Vanderlee, Lana; Franco-Arellano, Beatriz; Schermel, Alyssa; Lou, Wendy; L'Abbé, Mary R.",A randomized controlled trial examining consumers’ perceptions and opinions on using different versions of a FoodFlip© smartphone application for delivery of nutrition information,"Background: Food labelling is a common intervention to improve diets, where the back-of-pack Nutrition Information Panel (or Nutrition Facts table (NFt)) provides comprehensive nutrition information on food packages. However, many consumers find it difficult and time-consuming to identify healthier foods using the NFt. As a result, different interpretative nutrition rating systems (INRS) may enable healthier food choices and it is essential that consumers have the tools to allow for easily accessible nutrition information. The objective of this study was to examine consumers’ perceptions of different (INRS) for delivery of nutrition information using different versions of a smartphone app, FoodFlip©. Methods: This study was part of a larger randomized controlled trial examining consumer perceptions of different INRS on food products. A nationally representative commercial sample of 2008 Canadians were randomized to one of four INRS intervention groups: 1) traffic light, 2) health star rating, 3) ‘high-in’ warning labels or 4) no INRS (NFt only; control) and asked to scan or enter 20 products into FoodFlip© from a list of food products provided to them with varying levels of healthfulness. After completing the app task, participants were asked a series of 7-point Likert-scale and open-ended questions to provide opinions on the usability and functionality of the app. Results: Of the survey sample of 1997 participants, 95% ( n = 1907) completed the app task, with similar number of participants in each treatment group. The mean age was 40 ± 12 years with no differences in sociodemographic characteristics between treatment groups. The health star rating ranked significantly lower in comparison to the other treatment groups in terms of usefulness (OR, 95% CI -0.67, 0.52–0.85), believability (0.59, 0.46–0.75), and understanding (0.55, 0.44–0.71) ( p < 0.001). The health star rating (1.20, 0.94–1.53) and control (NFt) (1,1,1) ranked significantly lower than the traffic light or the ‘high-in’ warning labels for their ability to compare the healthfulness of products ( p < 0.001). Conclusion: This study demonstrated Canadian consumers’ preference for a nutrient-specific system (i.e. traffic light or ‘high-in’ warning labels). The app, which was liked by majority of the participants for its functionality and usability, has the potential to support healthy dietary decision making and may also encourage reformulation. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2020,https://doi.org/10.1186/s12966-020-0923-1,1
"Ahmedani, Brian K.; Crotty, Nuala; Abdulhak, Muwaffak M.; Ondersma, Steven J.","Pilot feasibility study of a brief, tailored mobile health intervention for depression among patients with chronic pain","This pilot feasibility study investigated a brief, tailored mobile health intervention to provide brief treatment and motivate further depression treatment seeking among patients with comorbid chronic pain. The computer tablet intervention was delivered in a hospital clinic using a blended motivational interviewing and cognitive behavioral therapy approach. Individuals were at least age 18, and screened positive for depression during a visit for chronic pain. Participants completed assessments before the intervention and at two-week follow-up. The 64 participants were most often over 50 years old, female, and Caucasian. Participant ratings demonstrated an increase in interest to seek depression treatment and willingness to make life changes to mitigate symptoms. A significant reduction in mean depression score and non-significant reductions on both measures of disability were observed. This intervention was feasible and acceptable, demonstrated promise in reducing depression and increasing treatment interest, and should be tested in a trial. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2015,https://doi.org/10.1080/08964289.2013.867827,1
"Ahn, Ahleum; Choi, Jaekyung",A one-way text messaging intervention for obesity,"Introduction: Worldwide, there has been a startling increase in the number of people who are obese or overweight. Obesity increases the risk of cardiovascular disease and overall mortality. Mobile phone messaging is an important means of human communication globally. Because the mobile phone can be used anywhere at any time, mobile phone messaging has the potential to manage obesity. We investigated the effectiveness of a one-way text messaging intervention for obesity. Methods: Participants’ body mass index and waist circumference were measured at the beginning of the programme and again after 12 weeks. The text message group received text messages about exercise, dietary intake, and general information about obesity three times a week, while the control group did not receive any text messages from the study. Results: Of the 80 participants, 25 subjects in the text message group and 29 participants in the control group completed the study. After adjusting for baseline body mass index, the body mass index was significantly lower in the text message group than in the control group (27.9 vs 28.3; p = 0.02). After adjusting for the baseline waist circumference, the difference of waist circumference between the text message group and control group was not significant (93.4 vs 94.6; p = 0.13). Discussion: The one-way text messaging intervention was a simple and effective way to manage obesity. The one-way text messaging intervention may be a useful method for lifestyle modification in obese subjects. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2016,https://doi.org/10.1177/1357633X15591129,4
"Akin-Sari, Burcin; Inozu, Mujgan; Haciomeroglu, A. Bikem; Trak, Ezgi; Tufan, Damla; Doron, Guy",Cognitive training using a mobile app as a coping tool against COVID-19 distress: A crossover randomized controlled trial,"Background: The COVID-19 pandemic has been suggested to constitute a broad base stressor with severe mental health consequences. mHealth applications are accessible self-help tools that can be used to reduce psychological distress during the pandemic. This randomized controlled trial evaluated the effects of mobile-based cognitive training exercises on COVID-19 related distress and maladaptive cognitions. Methods: Following initial screening ( n = 924), participants scoring 1 standard deviations above the mean of the COVID-19 Distress Scale were randomized into two groups. Participants in the immediate-app group (iApp; n = 25) started using the application at baseline (T0) for 12 days (from T0 to T1). Participants in the delayed-app group (dApp; n = 22) started using the mobile application at T1 (crossover) and used it for the following 12 days (T1 to T2). Results: Intention to treat analyses indicated that the iApp group exhibited lower COVID-19 distress, lower depression, fewer intolerance of uncertainty and obsessive beliefs than the dApp group at T1. In addition, using the app for 12 consecutive days was associated with large effect-size reductions (Cohen's d ranging from 0.81 to 2.35) in COVID-19 distress and related maladaptive cognitions in the iApp group (from T0 to T1) and the dApp group (from T1 to T2). Moreover, these reductions were maintained at the follow-up. Limitations: This study was a crossover trial with a relatively limited sample size and mainly female participants. Conclusion: Our findings underscore the usefulness of brief, low-intensity, portable interventions in alleviating the negative effects of the pandemic on mental health. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.1016/j.jad.2022.05.118,1
"Akinci, Buket; Yeldan, Ipek; Satman, Ilhan; Dirican, Ahmet; Ozdincler, Arzu Razak",The effects of Internet-based exercise compared with supervised group exercise in people with type 2 diabetes: A randomized controlled study,"Objectives: To compare the effects of Internet-based exercise on glycaemic control, blood lipids, body composition, physical activity level, functional capacity, and quality of life with supervised group exercise in patients with type 2 diabetes. Design: Single-blind, randomized controlled study. Setting: A Faculty of Health Sciences. Subjects: A total of 65 patients with type 2 diabetes (47 women, 18 men). Intervention: Group A ( n = 22), control group—physical activity counselling once with a brochure. Group B ( n = 22), supervised group-based exercise, three days per week for eight weeks. Group C ( n = 21), Internet-based exercise following the same programme via a website. Main measures: Primary outcomes—glycosylated haemoglobin, fasting blood glucose, high-density and low-density lipoprotein, triglyceride, and cholesterol. Secondary outcomes – waist and hip circumferences, body mass index, number of steps, six-minute walking test, and Euro-Quality of Life-5 Dimension. Results: After treatment, glycaemic control (mean change for Group B; Group C; –0.80%, –0.91%, P = 0.003), waist circumference (–4.23 cm, 5.64 cm, P = 0.006), and quality of life (0.26, 0.15, P = 0.013) significantly improved in both training groups compared with the control group. Fasting blood glucose (–46.86 mg/dL, P = 0.009) and hip circumference (–2.7 cm, P = 0.011) were significantly decreased in Group B and total cholesterol (–16.4 mg/dL, P = 0.028), six-minute walking distance (30.5 m, P = 0.01), and number of steps (1258.05, P = 0.023) significantly improved in Group C compared with control group. Group B and Group C changed with equal magnitude. Conclusion: In type 2 diabetes, supervised group-based and Internet-based exercise can improve equally glycaemic control, waist circumference, and quality of life, and both are better than simply counselling. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2018,https://doi.org/10.1177/0269215518757052,6
"Albers, Nele; Neerincx, Mark A.; Brinkman, Willem-Paul",Addressing people’s current and future states in a reinforcement learning algorithm for persuading to quit smoking and to be physically active,"Behavior change applications often assign their users activities such as tracking the number of smoked cigarettes or planning a running route. To help a user complete these activities, an application can persuade them in many ways. For example, it may help the user create a plan or mention the experience of peers. Intuitively, the application should thereby pick the message that is most likely to be motivating. In the simplest case, this could be the message that has been most effective in the past. However, one could consider several other elements in an algorithm to choose a message. Possible elements include the user’s current state (e.g., self-efficacy), the user’s future state after reading a message, and the user’s similarity to the users on which data has been gathered. To test the added value of subsequently incorporating these elements into an algorithm that selects persuasive messages, we conducted an experiment in which more than 500 people in four conditions interacted with a text-based virtual coach. The experiment consisted of five sessions, in each of which participants were suggested a preparatory activity for quitting smoking or increasing physical activity together with a persuasive message. Our findings suggest that adding more elements to the algorithm is effective, especially in later sessions and for people who thought the activities were useful. Moreover, while we found some support for transferring knowledge between the two activity types, there was rather low agreement between the optimal policies computed separately for the two activity types. This suggests limited policy generalizability between activities for quitting smoking and those for increasing physical activity. We see our results as supporting the idea of constructing more complex persuasion algorithms. Our dataset on 2,366 persuasive messages sent to 671 people is published together with this article for researchers to build on our algorithm. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.1371/journal.pone.0277295,6
"Alencar, Michelle; Johnson, Kelly; Gray, Virginia; Mullur, Rashmi; Gutierrez, Elizabeth; Dionico, Patricia",Telehealth-based health coaching increases m-health device adherence and rate of weight loss in obese participants,"Background: Healthy rate of weight loss (RWL) is defined as 1–2 lb of body weight loss per week. Objective: The objective of this study is to investigate changes in adherence to remote monitoring devices and RWL per week in response to a fully online, 12-week, medically monitored, weight management program incorporating weekly video-based health coaching (intervention group [INT]) versus self-guided (control group [CON]). Methods: Twenty-five obese participants (12 males, 13 females) were randomly assigned to either an INT (n = 13, 106.8 ± 25.46 kg, body mass index [BMI] = 35.19 ± 3.91 kg/m2) or CON group (n = 12, 99.8 ± 19.14 kg, BMI = 34.86 ± 4.43 kg/m2). Program related content was derived from inHealth Medical Services, Inc., Telehealth Enabled Approach to Multidisciplinary care (TEAM™) curriculum. All participants were given two wireless devices (Activity Pop and Body Scale; Withings®, Cambridge, MA) that connected them directly with the research team. The INT group connected via telehealth videoconferencing weekly for health coaching with the registered dietitian and monthly for medical monitoring with the physician, while the CON group did not. Both groups connected with the physician and registered dietitian at baseline to establish clinical goals and at the end to review progress. To analyze the data, independent samples t-tests and χ² tests were performed via SPSS v24 with data displayed as average ± SD; significance set to p < 0.05. Results: The INT group had increased device adherence when compared with CON (92% ± 10% vs. 75% ± 15% scale [p < 0.05]) and (80% ± 14% vs. 49% ± 15% tracker [p < 0.05]). Furthermore, RWL per week was greater in the INT when compared with CON; −0.74 ± 1.8 kg versus 0.18 ± 1.8 kg per week, respectively (p < 0.05). Conclusions: Weekly health coaching via telehealth can be an effective tool to increase remote device adherence and may help to induce a healthy RWL. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (Source: journal abstract)",2020,https://doi.org/10.1089/tmj.2019.0017,8
